Line,Stop,Date,Score
5,8032,20210915,72.23
5,8032,20210916,62.41
5,8032,20210917,54.87
5,8032,20210918,89.14
5,8032,20210919,92.28
5,8032,20210920,64.42
5,8032,20210921,64.38
5,8032,20210906,72.62
5,8032,20210907,86.06
5,8032,20210908,86.89
5,8032,20210909,64.12
5,8032,20210910,82.62
5,8032,20210911,94.39
5,8032,20210912,85.41
5,8032,20210913,88.25
5,8032,20210914,82.87
5,8032,20210915,84.95
5,8032,20210916,81.95
5,8032,20210917,61.77
5,8032,20210918,90.31
5,8032,20210919,91.95
5,8032,20210920,60.4
5,8032,20210921,43.81
5,8042,20210906,79.56
5,8042,20210907,76.68
5,8042,20210908,60.85
5,8042,20210909,73.32
5,8042,20210910,69.76
5,8042,20210911,94.59
5,8042,20210912,95.17
5,8042,20210913,67.23
5,8042,20210914,61.18
5,8042,20210915,73.37
5,8042,20210916,62.61
5,8042,20210917,59.39
5,8042,20210918,89.72
5,8042,20210919,91.57
5,8042,20210920,63.44
5,8042,20210921,65.03
5,8042,20210906,70.88
5,8042,20210907,89.48
5,8042,20210908,76.01
5,8042,20210909,66.28
5,8042,20210910,74.95
5,8042,20210911,92.82
5,8042,20210912,82.72
5,8042,20210913,81.26
5,8042,20210914,82.71
5,8042,20210915,85.04
5,8042,20210916,79.18
5,8042,20210917,51.83
5,8042,20210918,91.41
5,8042,20210919,92.98
5,8042,20210920,56.09
5,8042,20210921,46.21
5,8052,20210906,80.46
5,8052,20210907,77.25
5,8052,20210908,58.4
5,8052,20210909,75.99
5,8052,20210910,71.37
5,8052,20210911,94.61
5,8052,20210912,94.75
5,8052,20210913,68.74
5,8052,20210914,66.68
5,8052,20210915,72.08
5,8052,20210916,62.23
5,8052,20210917,53.95
5,8052,20210918,89.23
5,8052,20210919,92.88
5,8052,20210920,65.29
5,8052,20210921,61.56
5,8052,20210906,72.22
5,8052,20210907,89.97
5,8052,20210908,79.47
5,8052,20210909,68.2
5,8052,20210910,78.46
5,8052,20210911,93.68
5,8052,20210912,82.38
5,8052,20210913,86.42
5,8052,20210914,83.74
5,8052,20210915,83.95
5,8052,20210916,81.09
5,8052,20210917,58.83
5,8052,20210918,90.68
5,8052,20210919,89.26
5,8052,20210920,59.96
5,8052,20210921,54.65
5,8062,20210906,81.18
5,8062,20210907,77.28
5,8062,20210908,63.37
5,8062,20210909,79.58
5,8062,20210910,73.09
5,8062,20210911,93.74
5,8062,20210912,96.1
5,8062,20210913,71.67
5,8062,20210914,64.64
5,8062,20210915,74.26
5,8062,20210916,64.67
5,8062,20210917,55.63
5,8062,20210918,87.64
5,8062,20210919,90.09
5,8062,20210920,63.32
5,8062,20210921,68.93
5,8062,20210906,73.16
5,8062,20210907,88.39
5,8062,20210908,74.78
5,8062,20210909,71.26
5,8062,20210910,82.36
5,8062,20210911,94.7
5,8062,20210912,88.42
5,8062,20210913,84.46
5,8062,20210914,82.84
5,8062,20210915,85.48
5,8062,20210916,84.66
5,8062,20210917,59.15
5,8062,20210918,88.1
5,8062,20210919,84.45
5,8062,20210920,56.69
5,8062,20210921,49.11
5,8072,20210906,79.0
5,8072,20210907,77.44
5,8072,20210908,57.59
5,8072,20210909,76.05
5,8072,20210910,71.02
5,8072,20210911,90.56
5,8072,20210912,92.76
5,8072,20210913,73.86
5,8072,20210914,66.15
5,8072,20210915,71.42
5,8072,20210916,65.9
5,8072,20210917,55.72
5,8072,20210918,88.69
5,8072,20210919,90.47
5,8072,20210920,67.78
5,8072,20210921,67.95
5,8072,20210906,72.1
5,8072,20210907,88.88
5,8072,20210908,72.83
5,8072,20210909,71.61
5,8072,20210910,79.81
5,8072,20210911,94.59
5,8072,20210912,88.35
5,8072,20210913,81.29
5,8072,20210914,85.13
5,8072,20210915,84.7
5,8072,20210916,85.07
5,8072,20210917,67.52
5,8072,20210918,87.97
5,8072,20210919,88.04
5,8072,20210920,54.45
5,8072,20210921,42.95
5,8202,20210906,78.83
5,8202,20210907,76.4
5,8202,20210908,55.13
5,8202,20210909,72.33
5,8202,20210910,68.94
5,8202,20210911,93.72
5,8202,20210912,94.25
5,8202,20210913,71.66
5,8202,20210914,69.37
5,8202,20210915,68.91
5,8202,20210916,68.02
5,8202,20210917,59.65
5,8202,20210918,87.76
5,8202,20210919,92.55
5,8202,20210920,65.3
5,8202,20210921,68.49
5,8202,20210906,69.83
5,8202,20210907,87.84
5,8202,20210908,73.52
5,8202,20210909,72.73
5,8202,20210910,77.54
5,8202,20210911,94.89
5,8202,20210912,87.09
5,8202,20210913,81.83
5,8202,20210914,85.86
5,8202,20210915,82.57
5,8202,20210916,84.59
5,8202,20210917,68.88
5,8202,20210918,88.02
5,8202,20210919,89.54
5,8202,20210920,56.2
5,8202,20210921,49.53
5,8212,20210906,79.62
5,8212,20210907,73.41
5,8212,20210908,62.08
5,8212,20210909,68.72
5,8212,20210910,67.17
5,8212,20210911,91.35
5,8212,20210912,93.2
5,8212,20210913,69.27
5,8212,20210914,62.59
5,8212,20210915,68.44
5,8212,20210916,69.17
5,8212,20210917,61.47
5,8212,20210918,83.18
5,8212,20210919,91.81
5,8212,20210920,66.96
5,8212,20210921,64.84
5,8212,20210906,70.07
5,8212,20210907,85.7
5,8212,20210908,80.0
5,8212,20210909,71.54
5,8212,20210910,84.12
5,8212,20210911,95.35
5,8212,20210912,84.4
5,8212,20210913,82.35
5,8212,20210914,84.22
5,8212,20210915,84.12
5,8212,20210916,84.96
5,8212,20210917,73.37
5,8212,20210918,85.14
5,8212,20210919,87.56
5,8212,20210920,52.6
5,8212,20210921,58.79
5,8222,20210906,79.66
5,8222,20210907,69.06
5,8222,20210908,66.66
5,8222,20210909,70.15
5,8222,20210910,66.62
5,8222,20210911,90.59
5,8222,20210912,93.5
5,8222,20210913,68.64
5,8222,20210914,69.94
5,8222,20210915,69.4
5,8222,20210916,59.63
5,8222,20210917,58.56
5,8222,20210918,86.98
5,8222,20210919,93.17
5,8222,20210920,64.71
5,8222,20210921,62.89
5,8222,20210906,70.58
5,8222,20210907,83.61
5,8222,20210908,75.14
5,8222,20210909,68.5
5,8222,20210910,81.82
5,8222,20210911,94.62
5,8222,20210912,86.89
5,8222,20210913,80.44
5,8222,20210914,87.06
5,8222,20210915,82.65
5,8222,20210916,71.38
5,8222,20210917,66.88
5,8222,20210918,84.47
5,8222,20210919,88.43
5,8222,20210920,55.08
5,8222,20210921,49.77
5,8232,20210906,70.7
5,8232,20210907,60.55
5,8232,20210908,53.46
5,8232,20210909,65.93
5,8232,20210910,55.33
5,8232,20210911,90.58
5,8232,20210912,93.84
5,8232,20210913,62.61
5,8232,20210914,53.18
5,8232,20210915,56.87
5,8232,20210916,49.65
5,8232,20210917,49.91
5,8232,20210918,89.78
5,8232,20210919,91.84
5,8232,20210920,60.23
5,8232,20210921,51.62
5,8232,20210906,72.51
5,8232,20210907,85.35
5,8232,20210908,81.73
5,8232,20210909,74.34
5,8232,20210910,79.64
5,8232,20210911,95.61
5,8232,20210912,83.19
5,8232,20210913,81.28
5,8232,20210914,84.65
5,8232,20210915,81.12
5,8232,20210916,67.05
5,8232,20210917,70.99
5,8232,20210918,88.76
5,8232,20210919,88.03
5,8232,20210920,50.33
5,8232,20210921,48.22
5,8272,20210906,79.84
5,8272,20210907,77.2
5,8272,20210908,57.62
5,8272,20210909,74.03
5,8272,20210910,68.52
5,8272,20210911,92.87
5,8272,20210912,94.69
5,8272,20210913,67.46
5,8272,20210914,70.74
5,8272,20210915,59.8
5,8272,20210916,64.82
5,8272,20210917,58.2
5,8272,20210918,85.67
5,8272,20210919,91.42
5,8272,20210920,65.25
5,8272,20210921,65.13
5,8272,20210906,63.72
5,8272,20210907,89.58
5,8272,20210908,78.03
5,8272,20210909,77.48
5,8272,20210910,83.25
5,8272,20210911,97.53
5,8272,20210912,84.05
5,8272,20210913,79.39
5,8272,20210914,82.71
5,8272,20210915,73.66
5,8272,20210916,81.74
5,8272,20210917,71.01
5,8272,20210918,88.32
5,8272,20210919,90.13
5,8272,20210920,51.07
5,8272,20210921,42.66
5,8282,20210906,80.97
5,8282,20210907,69.81
5,8282,20210908,61.35
5,8282,20210909,79.17
5,8282,20210910,70.3
5,8282,20210911,92.6
5,8282,20210912,96.0
5,8282,20210913,72.8
5,8282,20210914,60.83
5,8282,20210915,62.28
5,8282,20210916,66.91
5,8282,20210917,60.39
5,8282,20210918,86.26
5,8282,20210919,93.19
5,8282,20210920,66.36
5,8282,20210921,62.31
5,8282,20210906,65.73
5,8282,20210907,86.87
5,8282,20210908,80.95
5,8282,20210909,74.35
5,8282,20210910,81.12
5,8282,20210911,96.49
5,8282,20210912,87.7
5,8282,20210913,84.3
5,8282,20210914,71.18
5,8282,20210915,72.94
5,8282,20210916,85.68
5,8282,20210917,72.51
5,8282,20210918,84.94
5,8282,20210919,92.25
5,8282,20210920,47.11
5,8282,20210921,44.92
5,8292,20210906,80.69
5,8292,20210907,72.27
5,8292,20210908,57.22
5,8292,20210909,77.01
5,8292,20210910,71.1
5,8292,20210911,93.68
5,8292,20210912,95.87
5,8292,20210913,66.35
5,8292,20210914,57.57
5,8292,20210915,56.57
5,8292,20210916,66.9
5,8292,20210917,60.65
5,8292,20210918,87.57
5,8292,20210919,92.38
5,8292,20210920,63.44
5,8292,20210921,62.5
5,8292,20210906,65.48
5,8292,20210907,85.89
5,8292,20210908,77.24
5,8292,20210909,70.92
5,8292,20210910,83.42
5,8292,20210911,97.39
5,8292,20210912,81.76
5,8292,20210913,81.68
5,8292,20210914,71.51
5,8292,20210915,71.47
5,8292,20210916,85.84
5,8292,20210917,72.4
5,8292,20210918,85.33
5,8292,20210919,94.16
5,8292,20210920,45.82
5,8292,20210921,45.01
5,8742,20210906,81.88
5,8742,20210907,78.4
5,8742,20210908,63.61
5,8742,20210909,79.43
5,8742,20210910,71.2
5,8742,20210911,94.61
5,8742,20210912,96.31
5,8742,20210913,69.76
5,8742,20210914,72.44
5,8742,20210915,59.43
5,8742,20210916,67.36
5,8742,20210917,57.47
5,8742,20210918,87.23
5,8742,20210919,94.05
5,8742,20210920,68.81
5,8742,20210921,66.26
5,8742,20210906,66.38
5,8742,20210907,91.11
5,8742,20210908,81.59
5,8742,20210909,74.23
5,8742,20210910,88.55
5,8742,20210911,95.34
5,8742,20210912,81.37
5,8742,20210913,81.68
5,8742,20210914,84.73
5,8742,20210915,69.83
5,8742,20210916,85.65
5,8742,20210917,68.53
5,8742,20210918,86.37
5,8742,20210919,90.74
5,8742,20210920,61.86
5,8742,20210921,58.02
5,8242,20210906,70.78
5,8242,20210907,66.45
5,8242,20210908,49.46
5,8242,20210909,64.72
5,8242,20210910,61.1
5,8242,20210911,92.5
5,8242,20210912,90.76
5,8242,20210913,60.11
5,8242,20210914,52.64
5,8242,20210915,56.67
5,8242,20210916,54.41
5,8242,20210917,48.06
5,8242,20210918,91.29
5,8242,20210919,92.05
5,8242,20210920,52.64
5,8242,20210921,47.14
5,8242,20210906,72.67
5,8242,20210907,87.02
5,8242,20210908,82.16
5,8242,20210909,74.05
5,8242,20210910,78.69
5,8242,20210911,92.39
5,8242,20210912,83.78
5,8242,20210913,80.53
5,8242,20210914,82.95
5,8242,20210915,81.96
5,8242,20210916,80.18
5,8242,20210917,66.52
5,8242,20210918,93.02
5,8242,20210919,86.41
5,8242,20210920,43.03
5,8242,20210921,42.37
5,8252,20210906,68.26
5,8252,20210907,64.94
5,8252,20210908,42.25
5,8252,20210909,65.46
5,8252,20210910,51.61
5,8252,20210911,92.09
5,8252,20210912,92.03
5,8252,20210913,58.46
5,8252,20210914,54.93
5,8252,20210915,56.01
5,8252,20210916,51.59
5,8252,20210917,45.78
5,8252,20210918,92.1
5,8252,20210919,92.84
5,8252,20210920,54.49
5,8252,20210921,45.66
5,8252,20210906,70.85
5,8252,20210907,87.4
5,8252,20210908,74.34
5,8252,20210909,72.65
5,8252,20210910,79.79
5,8252,20210911,92.31
5,8252,20210912,88.73
5,8252,20210913,76.61
5,8252,20210914,83.49
5,8252,20210915,80.88
5,8252,20210916,79.7
5,8252,20210917,62.7
5,8252,20210918,91.23
5,8252,20210919,85.94
5,8252,20210920,41.93
5,8252,20210921,38.64
5,8262,20210906,70.75
5,8262,20210907,74.05
5,8262,20210908,84.31
5,8262,20210909,70.37
5,8262,20210910,85.48
5,8262,20210911,89.59
5,8262,20210912,95.06
5,8262,20210913,73.03
5,8262,20210914,87.67
5,8262,20210915,79.48
5,8262,20210916,86.12
5,8262,20210917,80.71
5,8262,20210918,89.89
5,8262,20210919,83.17
5,8262,20210920,79.25
5,8262,20210921,65.16
5,8262,20210906,66.32
5,8262,20210907,72.9
5,8262,20210908,82.39
5,8262,20210909,66.8
5,8262,20210910,78.89
5,8262,20210911,90.09
5,8262,20210912,85.29
5,8262,20210913,63.67
5,8262,20210914,86.42
5,8262,20210915,67.74
5,8262,20210916,82.76
5,8262,20210917,82.6
5,8262,20210918,84.96
5,8262,20210919,73.01
5,8262,20210920,65.7
5,8262,20210921,53.93
5,8641,20210906,55.25
5,8641,20210907,95.12
5,8641,20210908,96.76
5,8641,20210909,83.8
5,8641,20210910,72.1
5,8641,20210911,95.67
5,8641,20210912,98.87
5,8641,20210913,53.39
5,8641,20210914,57.77
5,8641,20210915,71.66
5,8641,20210916,58.6
5,8641,20210917,61.4
5,8641,20210918,79.1
5,8641,20210919,97.57
5,8641,20210920,77.6
5,8641,20210921,94.31
5,8641,20210906,0.0
5,8641,20210907,0.0
5,8641,20210908,0.0
5,8641,20210909,0.0
5,8641,20210910,0.0
5,8641,20210911,0.0
5,8641,20210912,0.0
5,8641,20210913,0.0
5,8641,20210914,0.0
5,8641,20210915,0.0
5,8641,20210916,0.0
5,8641,20210917,0.0
5,8641,20210918,0.0
5,8641,20210919,0.0
5,8641,20210920,0.0
5,8641,20210921,0.0
5,8652,20210906,84.19
5,8652,20210907,76.23
5,8652,20210908,64.94
5,8652,20210909,84.59
5,8652,20210910,74.93
5,8652,20210911,95.24
5,8652,20210912,94.85
5,8652,20210913,62.95
5,8652,20210914,73.79
5,8652,20210915,68.69
5,8652,20210916,63.67
5,8652,20210917,74.31
5,8652,20210918,92.54
5,8652,20210919,93.03
5,8652,20210920,69.5
5,8652,20210921,61.2
5,8652,20210906,68.65
5,8652,20210907,86.24
5,8652,20210908,77.71
5,8652,20210909,73.96
5,8652,20210910,75.7
5,8652,20210911,94.08
5,8652,20210912,85.3
5,8652,20210913,80.85
5,8652,20210914,89.41
5,8652,20210915,85.64
5,8652,20210916,80.96
5,8652,20210917,66.59
5,8652,20210918,93.72
5,8652,20210919,92.0
5,8652,20210920,70.29
5,8652,20210921,56.97
5,8662,20210906,83.76
5,8662,20210907,75.61
5,8662,20210908,65.02
5,8662,20210909,80.18
5,8662,20210910,74.04
5,8662,20210911,91.56
5,8662,20210912,94.54
5,8662,20210913,70.56
5,8662,20210914,70.32
5,8662,20210915,69.35
5,8662,20210916,65.38
5,8662,20210917,72.74
5,8662,20210918,92.18
5,8662,20210919,92.29
5,8662,20210920,67.65
5,8662,20210921,62.61
5,8662,20210906,69.38
5,8662,20210907,87.72
5,8662,20210908,77.32
5,8662,20210909,72.98
5,8662,20210910,83.14
5,8662,20210911,89.37
5,8662,20210912,88.91
5,8662,20210913,82.55
5,8662,20210914,90.22
5,8662,20210915,85.78
5,8662,20210916,81.29
5,8662,20210917,70.86
5,8662,20210918,93.5
5,8662,20210919,88.24
5,8662,20210920,61.25
5,8662,20210921,59.16
5,8672,20210906,83.58
5,8672,20210907,77.18
5,8672,20210908,68.89
5,8672,20210909,81.34
5,8672,20210910,75.14
5,8672,20210911,96.72
5,8672,20210912,95.1
5,8672,20210913,68.78
5,8672,20210914,69.21
5,8672,20210915,70.18
5,8672,20210916,64.42
5,8672,20210917,83.73
5,8672,20210918,88.33
5,8672,20210919,94.35
5,8672,20210920,69.15
5,8672,20210921,61.14
5,8672,20210906,69.14
5,8672,20210907,88.67
5,8672,20210908,77.01
5,8672,20210909,71.88
5,8672,20210910,84.31
5,8672,20210911,95.43
5,8672,20210912,86.16
5,8672,20210913,84.04
5,8672,20210914,89.81
5,8672,20210915,86.68
5,8672,20210916,83.97
5,8672,20210917,60.42
5,8672,20210918,89.75
5,8672,20210919,94.62
5,8672,20210920,60.65
5,8672,20210921,57.23
5,8682,20210906,83.43
5,8682,20210907,75.75
5,8682,20210908,60.76
5,8682,20210909,79.59
5,8682,20210910,73.24
5,8682,20210911,96.77
5,8682,20210912,95.28
5,8682,20210913,69.25
5,8682,20210914,68.93
5,8682,20210915,69.99
5,8682,20210916,68.0
5,8682,20210917,58.35
5,8682,20210918,88.84
5,8682,20210919,94.76
5,8682,20210920,70.32
5,8682,20210921,58.88
5,8682,20210906,69.43
5,8682,20210907,86.72
5,8682,20210908,74.92
5,8682,20210909,81.24
5,8682,20210910,82.2
5,8682,20210911,95.26
5,8682,20210912,82.59
5,8682,20210913,83.68
5,8682,20210914,88.74
5,8682,20210915,86.47
5,8682,20210916,84.46
5,8682,20210917,51.03
5,8682,20210918,89.24
5,8682,20210919,89.48
5,8682,20210920,62.84
5,8682,20210921,54.99
5,8692,20210906,83.5
5,8692,20210907,77.0
5,8692,20210908,59.8
5,8692,20210909,79.69
5,8692,20210910,70.49
5,8692,20210911,97.15
5,8692,20210912,96.74
5,8692,20210913,69.95
5,8692,20210914,72.66
5,8692,20210915,70.22
5,8692,20210916,66.58
5,8692,20210917,63.84
5,8692,20210918,88.98
5,8692,20210919,94.93
5,8692,20210920,65.57
5,8692,20210921,60.75
5,8692,20210906,70.21
5,8692,20210907,90.01
5,8692,20210908,76.5
5,8692,20210909,78.74
5,8692,20210910,81.31
5,8692,20210911,94.02
5,8692,20210912,83.25
5,8692,20210913,83.14
5,8692,20210914,88.67
5,8692,20210915,85.24
5,8692,20210916,84.8
5,8692,20210917,51.02
5,8692,20210918,89.47
5,8692,20210919,91.96
5,8692,20210920,67.18
5,8692,20210921,53.94
5,8702,20210906,83.65
5,8702,20210907,75.43
5,8702,20210908,60.74
5,8702,20210909,77.74
5,8702,20210910,70.32
5,8702,20210911,96.59
5,8702,20210912,95.45
5,8702,20210913,73.17
5,8702,20210914,72.75
5,8702,20210915,69.04
5,8702,20210916,65.77
5,8702,20210917,56.37
5,8702,20210918,84.92
5,8702,20210919,93.25
5,8702,20210920,69.16
5,8702,20210921,59.97
5,8702,20210906,69.58
5,8702,20210907,87.07
5,8702,20210908,76.71
5,8702,20210909,77.96
5,8702,20210910,79.61
5,8702,20210911,94.22
5,8702,20210912,80.19
5,8702,20210913,86.55
5,8702,20210914,89.66
5,8702,20210915,85.12
5,8702,20210916,84.99
5,8702,20210917,48.3
5,8702,20210918,89.04
5,8702,20210919,91.58
5,8702,20210920,64.42
5,8702,20210921,55.31
5,8712,20210906,84.0
5,8712,20210907,76.72
5,8712,20210908,61.19
5,8712,20210909,81.68
5,8712,20210910,70.35
5,8712,20210911,95.39
5,8712,20210912,95.96
5,8712,20210913,70.87
5,8712,20210914,76.82
5,8712,20210915,69.29
5,8712,20210916,60.16
5,8712,20210917,56.81
5,8712,20210918,81.71
5,8712,20210919,93.83
5,8712,20210920,63.66
5,8712,20210921,60.63
5,8712,20210906,69.91
5,8712,20210907,89.42
5,8712,20210908,79.32
5,8712,20210909,76.77
5,8712,20210910,81.49
5,8712,20210911,96.37
5,8712,20210912,78.88
5,8712,20210913,85.04
5,8712,20210914,88.34
5,8712,20210915,77.88
5,8712,20210916,77.32
5,8712,20210917,52.86
5,8712,20210918,86.39
5,8712,20210919,95.63
5,8712,20210920,66.74
5,8712,20210921,56.6
5,8722,20210906,83.49
5,8722,20210907,76.78
5,8722,20210908,61.23
5,8722,20210909,80.03
5,8722,20210910,69.74
5,8722,20210911,93.69
5,8722,20210912,96.75
5,8722,20210913,68.44
5,8722,20210914,59.26
5,8722,20210915,62.63
5,8722,20210916,68.0
5,8722,20210917,57.62
5,8722,20210918,82.19
5,8722,20210919,92.53
5,8722,20210920,68.59
5,8722,20210921,63.32
5,8722,20210906,69.93
5,8722,20210907,90.35
5,8722,20210908,80.03
5,8722,20210909,81.66
5,8722,20210910,79.52
5,8722,20210911,96.03
5,8722,20210912,80.69
5,8722,20210913,82.09
5,8722,20210914,92.61
5,8722,20210915,73.47
5,8722,20210916,83.9
5,8722,20210917,73.57
5,8722,20210918,86.51
5,8722,20210919,89.43
5,8722,20210920,49.21
5,8722,20210921,59.14
5,8732,20210906,82.77
5,8732,20210907,75.79
5,8732,20210908,59.19
5,8732,20210909,70.14
5,8732,20210910,73.19
5,8732,20210911,86.43
5,8732,20210912,90.93
5,8732,20210913,72.06
5,8732,20210914,63.83
5,8732,20210915,57.59
5,8732,20210916,66.14
5,8732,20210917,57.87
5,8732,20210918,82.97
5,8732,20210919,85.55
5,8732,20210920,64.69
5,8732,20210921,64.43
5,8732,20210906,66.86
5,8732,20210907,88.9
5,8732,20210908,79.36
5,8732,20210909,72.91
5,8732,20210910,80.91
5,8732,20210911,87.66
5,8732,20210912,82.66
5,8732,20210913,81.81
5,8732,20210914,74.05
5,8732,20210915,71.36
5,8732,20210916,84.88
5,8732,20210917,71.18
5,8732,20210918,86.13
5,8732,20210919,80.18
5,8732,20210920,58.05
5,8732,20210921,57.22
5,8011,20210906,73.66
5,8011,20210907,73.0
5,8011,20210908,68.5
5,8011,20210909,71.11
5,8011,20210910,79.05
5,8011,20210911,94.87
5,8011,20210912,91.42
5,8011,20210913,78.09
5,8011,20210914,64.02
5,8011,20210915,79.31
5,8011,20210916,64.1
5,8011,20210917,67.67
5,8011,20210918,95.68
5,8011,20210919,92.9
5,8011,20210920,65.19
5,8011,20210921,62.81
5,8011,20210906,63.6
5,8011,20210907,87.81
5,8011,20210908,80.69
5,8011,20210909,79.37
5,8011,20210910,79.68
5,8011,20210911,97.32
5,8011,20210912,80.91
5,8011,20210913,80.4
5,8011,20210914,81.12
5,8011,20210915,83.02
5,8011,20210916,82.8
5,8011,20210917,70.72
5,8011,20210918,91.93
5,8011,20210919,89.03
5,8011,20210920,45.27
5,8011,20210921,39.63
5,8021,20210906,68.96
5,8021,20210907,72.23
5,8021,20210908,60.65
5,8021,20210909,62.3
5,8021,20210910,74.61
5,8021,20210911,94.85
5,8021,20210912,90.78
5,8021,20210913,72.93
5,8021,20210914,51.16
5,8021,20210915,78.52
5,8021,20210916,62.08
5,8021,20210917,65.63
5,8021,20210918,96.69
5,8021,20210919,95.84
5,8021,20210920,57.65
5,8021,20210921,62.39
5,8021,20210906,66.14
5,8021,20210907,88.2
5,8021,20210908,77.78
5,8021,20210909,76.86
